City,State,Confirmed,Deaths,Recovered,Active
Elko,Nevada,12,1,0,11
Ellis,Kansas,4,0,0,4
Ellis,Texas,82,3,0,79
Elmore,Alabama,54,1,0,53
Elmore,Idaho,18,0,0,18
Emanuel,Georgia,12,0,0,12
Emmet,Michigan,21,2,0,19
Emmons,North Dakota,1,1,0,0
Emporia,Virginia,7,0,0,7
Erath,Texas,13,1,0,12
Erie,New York,2023,107,0,1916
Erie,Ohio,23,1,0,22
Erie,Pennsylvania,48,0,0,48
Escambia,Alabama,14,0,0,14
Escambia,Florida,290,6,0,284
Essex,Massachusetts,4584,159,0,4425
Essex,New Jersey,9672,684,0,8988
Essex,New York,15,0,0,15
Essex,Vermont,1,0,0,1
Essex,Virginia,2,0,0,2
Etowah,Alabama,87,8,0,79
Evangeline,Louisiana,42,0,0,42
Evans,Georgia,2,0,0,2
Fairbanks North Star,Alaska,79,1,0,78
Fairfax,Virginia,1476,37,0,1439
Fairfax City,Virginia,2,0,0,2
Fairfield,Connecticut,7146,425,0,6721
Fairfield,Ohio,95,2,0,93
Fairfield,South Carolina,25,0,0,25
Fall River,South Dakota,1,0,0,1
Falls,Texas,1,0,0,1
Falls Church,Virginia,0,0,0,0
Fannin,Georgia,14,0,0,14
Fannin,Texas,5,0,0,5
Faribault,Minnesota,4,0,0,4
Faulk,South Dakota,1,0,0,1
Faulkner,Arkansas,59,2,0,57
Fauquier,Virginia,35,0,0,35
Fayette,Alabama,4,0,0,4
Fayette,Georgia,133,5,0,128
Fayette,Illinois,12,1,0,11
Fayette,Indiana,21,4,0,17
Fayette,Iowa,6,0,0,6
Fayette,Kentucky,210,7,0,203
Fayette,Ohio,12,0,0,12
Fayette,Pennsylvania,66,3,0,63
Fayette,Tennessee,42,1,0,41
Fayette,Texas,15,0,0,15
Fayette,West Virginia,4,0,0,4
Federal Correctional Institution (FCI),Michigan,44,0,0,44
Fentress,Tennessee,4,0,0,4
Ferry,Washington,1,0,0,1
Fillmore,Minnesota,10,0,0,10
Finney,Kansas,27,1,0,26
Flagler,Florida,55,2,0,53
Flathead,Montana,37,1,0,36
Fleming,Kentucky,2,0,0,2
Florence,South Carolina,121,8,0,113
Florence,Wisconsin,2,0,0,2
Floyd,Georgia,121,6,0,115
Floyd,Indiana,130,6,0,124
Floyd,Kentucky,4,0,0,4
Floyd,Texas,2,0,0,2
Floyd,Virginia,1,0,0,1
Fluvanna,Virginia,64,0,0,64
Fond du Lac,Wisconsin,61,3,0,58
Ford,Illinois,4,1,0,3
Ford,Kansas,84,0,0,84
Forest,Pennsylvania,7,0,0,7
Forrest,Mississippi,137,2,0,135
Forsyth,Georgia,184,6,0,178
Forsyth,North Carolina,126,5,0,121
Fort Bend,Texas,656,16,0,640
Foster,North Dakota,1,0,0,1
Fountain,Indiana,4,2,0,2
Franklin,Alabama,18,1,0,17
Franklin,Arkansas,1,0,0,1
Franklin,Florida,2,0,0,2
Franklin,Georgia,10,0,0,10
Franklin,Illinois,5,0,0,5
Franklin,Indiana,87,7,0,80
Franklin,Iowa,1,0,0,1
Franklin,Kansas,12,0,0,12
Franklin,Kentucky,12,0,0,12
Franklin,Louisiana,67,2,0,65
Franklin,Maine,10,0,0,10
Franklin,Massachusetts,173,25,0,148
Franklin,Mississippi,14,0,0,14
Franklin,Missouri,91,7,0,84
Franklin,Nebraska,3,0,0,3
Franklin,New York,13,0,0,13
Franklin,North Carolina,67,6,0,61
Franklin,Ohio,1320,22,0,1298
Franklin,Pennsylvania,89,0,0,89
Franklin,Tennessee,23,1,0,22
Franklin,Texas,1,0,0,1
Franklin,Vermont,88,3,0,85
Franklin,Virginia,15,0,0,15
Franklin,Washington,162,4,0,158
Franklin City,Virginia,9,0,0,9
Frederick,Maryland,525,23,0,502
Frederick,Virginia,76,0,0,76
Fredericksburg,Virginia,15,0,0,15
Freeborn,Minnesota,28,0,0,28
Freestone,Texas,1,0,0,1
Fremont,Colorado,9,0,0,9
Fremont,Idaho,2,0,0,2
Fremont,Wyoming,45,0,0,45
Fresno,California,295,7,0,288
Frio,Texas,1,0,0,1
Fulton,Georgia,2025,73,0,1952
Fulton,Illinois,1,0,0,1
Fulton,Indiana,4,0,0,4
Fulton,New York,27,0,0,27
Fulton,Ohio,13,0,0,13
Fulton,Pennsylvania,2,0,0,2
Gadsden,Florida,47,0,0,47
Gage,Nebraska,26,1,0,25
Gaines,Texas,2,0,0,2
Galax,Virginia,1,0,0,1
Gallatin,Illinois,2,0,0,2
Gallatin,Kentucky,1,0,0,1
Gallatin,Montana,142,0,0,142
Gallia,Ohio,6,1,0,5
Galveston,Texas,421,14,0,407
Garfield,Colorado,64,2,0,62
Garfield,Oklahoma,9,1,0,8
Garland,Arkansas,107,0,0,107
Garrard,Kentucky,3,0,0,3
Garrett,Maryland,4,0,0,4
Garvin,Oklahoma,10,0,0,10
Gasconade,Missouri,2,0,0,2
Gaston,North Carolina,110,3,0,107
Gates,North Carolina,4,0,0,4
Geary,Kansas,9,0,0,9
Geauga,Ohio,96,4,0,92
Gem,Idaho,10,0,0,10
Genesee,Michigan,1197,106,0,1091
Genesee,New York,83,2,0,81
Geneva,Alabama,2,0,0,2
Gentry,Missouri,1,0,0,1
George,Mississippi,9,0,0,9
Georgetown,South Carolina,34,2,0,32
Gibson,Indiana,4,0,0,4
Gibson,Tennessee,25,0,0,25
Gila,Arizona,5,0,0,5
Gilchrist,Florida,4,0,0,4
Giles,Tennessee,5,0,0,5
Giles,Virginia,4,0,0,4
Gillespie,Texas,1,0,0,1
Gilmer,Georgia,10,0,0,10
Gilpin,Colorado,1,0,0,1
Glacier,Montana,4,0,0,4
Glades,Florida,5,1,0,4
Gladwin,Michigan,8,0,0,8
Glenn,California,4,0,0,4
Gloucester,New Jersey,664,22,0,642
Gloucester,Virginia,20,0,0,20
Glynn,Georgia,46,0,0,46
Gogebic,Michigan,4,1,0,3
Golden Valley,Montana,3,0,0,3
Goliad,Texas,5,0,0,5
Gonzales,Texas,2,0,0,2
Goochland,Virginia,52,0,0,52
Goodhue,Minnesota,18,0,0,18
Gooding,Idaho,7,0,0,7
Gordon,Georgia,53,5,0,48
Goshen,Wyoming,3,0,0,3
Gosper,Nebraska,1,0,0,1
Gove,Kansas,1,0,0,1
Grady,Georgia,27,1,0,26
Grady,Oklahoma,16,1,0,15
Grafton,New Hampshire,44,0,0,44
Graham,Arizona,2,0,0,2
Grainger,Tennessee,4,0,0,4
Grand,Colorado,4,0,0,4
Grand Forks,North Dakota,23,0,0,23
Grand Isle,Vermont,3,0,0,3
Grand Traverse,Michigan,17,4,0,13
Grant,Arkansas,11,0,0,11
Grant,Indiana,47,2,0,45
Grant,Kentucky,16,1,0,15
Grant,Louisiana,12,0,0,12
Grant,New Mexico,12,0,0,12
Grant,North Dakota,1,0,0,1
Grant,Oklahoma,2,0,0,2
Grant,Oregon,1,0,0,1
Grant,Washington,133,2,0,131
Grant,West Virginia,1,0,0,1
Grant,Wisconsin,13,1,0,12
Granville,North Carolina,106,4,0,102
Gratiot,Michigan,7,0,0,7
Graves,Kentucky,28,2,0,26
Gray,Texas,16,0,0,16
Grays Harbor,Washington,12,0,0,12
Grayson,Kentucky,8,0,0,8
Grayson,Texas,19,0,0,19
Grayson,Virginia,0,0,0,0
Green,Kentucky,1,0,0,1
Green,Wisconsin,9,0,0,9
Green Lake,Wisconsin,1,0,0,1
Greenbrier,West Virginia,3,0,0,3
Greene,Alabama,24,0,0,24
Greene,Arkansas,6,0,0,6
Greene,Georgia,40,1,0,39
Greene,Illinois,1,0,0,1
Greene,Indiana,37,3,0,34
Greene,Iowa,1,0,0,1
Greene,Mississippi,3,0,0,3
Greene,Missouri,87,8,0,79
Greene,New York,77,0,0,77
Greene,North Carolina,14,0,0,14
Greene,Ohio,33,2,0,31
Greene,Pennsylvania,24,0,0,24
Greene,Tennessee,29,2,0,27
Greene,Virginia,7,0,0,7
Greenlee,Arizona,2,0,0,2
Greensville,Virginia,18,0,0,18
Greenup,Kentucky,10,0,0,10
Greenville,South Carolina,447,11,0,436
Greenwood,Kansas,2,0,0,2
Greenwood,South Carolina,32,0,0,32
Greer,Oklahoma,50,4,0,46
Gregg,Texas,50,0,0,50
Grenada,Mississippi,15,0,0,15
Grimes,Texas,10,1,0,9
Grundy,Illinois,24,0,0,24
Grundy,Iowa,2,0,0,2
Grundy,Tennessee,25,1,0,24
Guadalupe,Texas,53,0,0,53
Guernsey,Ohio,10,0,0,10
Guilford,North Carolina,171,12,0,159
Gulf,Florida,1,0,0,1
Gunnison,Colorado,111,3,0,108
Guthrie,Iowa,3,0,0,3
Gwinnett,Georgia,1017,36,0,981
Habersham,Georgia,64,2,0,62
Hale,Alabama,22,0,0,22
Hale,Texas,11,2,0,9
Halifax,North Carolina,32,1,0,31
Halifax,Virginia,7,0,0,7
Hall,Georgia,563,6,0,557
Hall,Nebraska,247,4,0,243
Hamblen,Tennessee,7,1,0,6
Hamilton,Florida,3,0,0,3
Hamilton,Indiana,542,31,0,511
Hamilton,Iowa,2,0,0,2
Hamilton,Kansas,1,0,0,1
Hamilton,Nebraska,14,0,0,14
Hamilton,New York,3,0,0,3
Hamilton,Ohio,658,30,0,628
Hamilton,Tennessee,110,11,0,99
Hamilton,Texas,5,0,0,5
Hamlin,South Dakota,2,0,0,2
Hampden,Massachusetts,2134,161,0,1973
Hampshire,Massachusetts,258,6,0,252
Hampshire,West Virginia,6,0,0,6
Hampton,South Carolina,18,0,0,18
Hampton,Virginia,78,1,0,77
Hancock,Georgia,6,0,0,6
Hancock,Illinois,3,0,0,3
Hancock,Indiana,132,6,0,126
Hancock,Iowa,3,0,0,3
Hancock,Kentucky,5,0,0,5
Hancock,Maine,6,0,0,6
Hancock,Mississippi,50,5,0,45
Hancock,Ohio,27,1,0,26
Hancock,Tennessee,0,0,0,0
Hancock,West Virginia,7,0,0,7
Hanover,Virginia,70,0,0,70
Hansford,Texas,1,0,0,1
Haralson,Georgia,19,1,0,18
Hardee,Florida,4,0,0,4
Hardeman,Tennessee,7,0,0,7
Hardin,Iowa,1,0,0,1
Hardin,Kentucky,29,0,0,29
Hardin,Ohio,13,0,0,13
Hardin,Tennessee,4,0,0,4
Hardin,Texas,69,2,0,67
Hardy,West Virginia,3,0,0,3
Harford,Maryland,176,0,0,176
Harnett,North Carolina,54,3,0,51
Harris,Georgia,35,2,0,33
Harris,Texas,4460,67,0,4393
Harrison,Indiana,65,2,0,63
Harrison,Iowa,12,0,0,12
Harrison,Kentucky,16,0,0,16
Harrison,Mississippi,137,5,0,132
Harrison,Missouri,6,0,0,6
Harrison,Ohio,2,0,0,2
Harrison,Texas,40,2,0,38
Harrison,West Virginia,28,1,0,27
Harrisonburg,Virginia,214,0,0,214
Hart,Georgia,5,0,0,5
Hart,Kentucky,1,0,0,1
Hartford,Connecticut,3015,266,0,2749
Harvey,Kansas,5,0,0,5
Hawaii,Hawaii,41,0,0,41
Hawkins,Tennessee,26,2,0,24
Hays,Texas,117,1,0,116
Haywood,North Carolina,5,0,0,5
Haywood,Tennessee,12,1,0,11
Heard,Georgia,5,1,0,4
Hemphill,Texas,1,0,0,1
Hempstead,Arkansas,4,1,0,3
Henderson,Illinois,1,0,0,1
Henderson,Kentucky,25,0,0,25
Henderson,North Carolina,106,11,0,95
Henderson,Tennessee,2,0,0,2
Henderson,Texas,12,0,0,12
Hendricks,Indiana,407,17,0,390
Hendry,Florida,31,0,0,31
Hennepin,Minnesota,806,61,0,745
Henrico,Virginia,532,62,0,470
Henry,Alabama,16,0,0,16
Henry,Georgia,344,5,0,339
Henry,Illinois,28,0,0,28
Henry,Indiana,26,1,0,25
Henry,Iowa,26,1,0,25
Henry,Kentucky,3,0,0,3
Henry,Missouri,6,1,0,5
Henry,Ohio,3,0,0,3
Henry,Tennessee,8,0,0,8
Henry,Virginia,10,0,0,10
Herkimer,New York,46,3,0,43
Hernando,Florida,83,2,0,81
Hertford,North Carolina,7,1,0,6
Hickman,Tennessee,2,0,0,2
Hidalgo,New Mexico,0,0,0,0
Hidalgo,Texas,235,3,0,232
Highland,Ohio,7,0,0,7
Highland,Virginia,0,0,0,0
Highlands,Florida,66,6,0,60
Hill,Montana,1,0,0,1
Hill,Texas,10,1,0,9
Hillsborough,Florida,924,19,0,905
Hillsborough,New Hampshire,525,2,0,523
Hillsdale,Michigan,85,10,0,75
Hinds,Mississippi,314,5,0,309
Hinsdale,Colorado,3,0,0,3
Hocking,Ohio,4,0,0,4
Hockley,Texas,15,1,0,14
Hoke,North Carolina,22,0,0,22
Holmes,Florida,5,0,0,5
Holmes,Mississippi,54,4,0,50
Holmes,Ohio,3,0,0,3
Holt,Missouri,1,0,0,1
Honolulu,Hawaii,373,6,0,367
Hood,Texas,17,3,0,14
Hood River,Oregon,4,0,0,4
Hopewell,Virginia,14,0,0,14
Hopkins,Kentucky,104,9,0,95
Hopkins,Texas,4,0,0,4
Horry,South Carolina,167,10,0,157
Hot Spring,Arkansas,8,0,0,8
Hot Springs,Wyoming,1,0,0,1
Houghton,Michigan,2,0,0,2
Houston,Alabama,64,3,0,61
Houston,Georgia,164,10,0,154
Houston,Minnesota,1,0,0,1
Houston,Tennessee,4,0,0,4
Howard,Arkansas,12,0,0,12
Howard,Indiana,61,4,0,57
Howard,Iowa,2,0,0,2
Howard,Maryland,475,10,0,465
Howard,Missouri,2,0,0,2
Howard,Nebraska,2,0,0,2
Howard,Texas,1,1,0,0
Howell,Missouri,5,0,0,5
Hudson,New Jersey,9636,420,0,9216
Huerfano,Colorado,1,0,0,1
Hughes,South Dakota,5,0,0,5
Humboldt,California,52,0,0,52
Humboldt,Nevada,26,1,0,25
Humphreys,Mississippi,12,3,0,9
Humphreys,Tennessee,4,0,0,4
Hunt,Texas,25,2,0,23
Hunterdon,New Jersey,385,16,0,369
Huntingdon,Pennsylvania,12,0,0,12
Huntington,Indiana,6,1,0,5
Huron,Michigan,8,0,0,8
Huron,Ohio,16,1,0,15
Hutchinson,South Dakota,2,0,0,2
Hutchinson,Texas,6,0,0,6
Hyde,South Dakota,1,0,0,1
Iberia,Louisiana,175,8,0,167
Iberville,Louisiana,267,19,0,248
Idaho,Idaho,3,0,0,3
Imperial,California,143,3,0,140
Independence,Arkansas,7,0,0,7
Indian River,Florida,85,2,0,83
Indiana,Pennsylvania,45,3,0,42
Ingham,Michigan,298,6,0,292
Inyo,California,17,0,0,17
Ionia,Michigan,20,2,0,18
Iosco,Michigan,8,1,0,7
Iowa,Iowa,8,0,0,8
Iowa,Wisconsin,6,0,0,6
Iredell,North Carolina,81,3,0,78
Iron,Missouri,1,0,0,1
Iron,Wisconsin,2,1,0,1
Iroquois,Illinois,12,0,0,12
Irwin,Georgia,13,0,0,13
Isabella,Michigan,46,6,0,40
Isanti,Minnesota,4,0,0,4
Island,Washington,165,8,0,157
Isle of Wight,Virginia,69,0,0,69
Itasca,Minnesota,2,0,0,2
Itawamba,Mississippi,13,1,0,12
Izard,Arkansas,2,0,0,2
Jack,Texas,3,0,0,3
Jackson,Alabama,32,2,0,30
Jackson,Arkansas,1,0,0,1
Jackson,Florida,8,0,0,8
Jackson,Georgia,46,1,0,45
Jackson,Illinois,40,4,0,36
Jackson,Indiana,77,0,0,77
Jackson,Iowa,4,0,0,4
Jackson,Kansas,1,0,0,1
Jackson,Kentucky,43,2,0,41
Jackson,Louisiana,14,0,0,14
Jackson,Michigan,227,9,0,218
Jackson,Minnesota,1,0,0,1
Jackson,Mississippi,196,6,0,190
Jackson,Missouri,267,11,0,256
Jackson,North Carolina,5,0,0,5
Jackson,Ohio,3,0,0,3
Jackson,Oklahoma,6,0,0,6
Jackson,Oregon,48,0,0,48
Jackson,Tennessee,6,0,0,6
Jackson,Texas,4,0,0,4
Jackson,West Virginia,40,1,0,39
Jackson,Wisconsin,11,1,0,10
James City,Virginia,138,2,0,136
Jasper,Georgia,14,0,0,14
Jasper,Illinois,4,1,0,3
Jasper,Indiana,22,1,0,21
Jasper,Iowa,28,0,0,28
Jasper,Mississippi,20,1,0,19
Jasper,Missouri,28,0,0,28
Jasper,South Carolina,15,0,0,15
Jasper,Texas,7,1,0,6
Jay,Indiana,8,0,0,8
Jeff Davis,Georgia,5,0,0,5
Jefferson,Alabama,651,24,0,627
Jefferson,Arkansas,113,6,0,107
Jefferson,Colorado,860,33,0,827
Jefferson,Florida,23,1,0,22
Jefferson,Georgia,11,1,0,10
Jefferson,Idaho,5,0,0,5
Jefferson,Illinois,11,0,0,11
Jefferson,Indiana,18,0,0,18
Jefferson,Iowa,4,0,0,4
Jefferson,Kansas,6,0,0,6
Jefferson,Kentucky,599,60,0,539
Jefferson,Louisiana,5476,269,0,5207
Jefferson,Mississippi,4,0,0,4
Jefferson,Missouri,179,4,0,175
Jefferson,Montana,2,0,0,2
Jefferson,New York,50,0,0,50
Jefferson,Ohio,24,0,0,24
Jefferson,Oklahoma,1,0,0,1
Jefferson,Oregon,1,0,0,1
Jefferson,Pennsylvania,2,0,0,2
Jefferson,Tennessee,16,1,0,15
Jefferson,Texas,157,7,0,150
Jefferson,Washington,28,0,0,28
Jefferson,West Virginia,60,0,0,60
Jefferson,Wisconsin,27,0,0,27
Jefferson Davis,Louisiana,52,5,0,47
Jefferson Davis,Mississippi,8,1,0,7
Jenkins,Georgia,12,1,0,11
Jennings,Indiana,63,0,0,63
Jerauld,South Dakota,4,0,0,4
Jerome,Idaho,41,2,0,39
Jersey,Illinois,8,0,0,8
Jessamine,Kentucky,31,0,0,31
Jewell,Kansas,3,0,0,3
Jim Wells,Texas,2,0,0,2
Jo Daviess,Illinois,11,0,0,11
Johnson,Arkansas,20,0,0,20
Johnson,Georgia,32,1,0,31
Johnson,Illinois,2,0,0,2
Johnson,Indiana,371,30,0,341
Johnson,Iowa,246,3,0,243
Johnson,Kansas,358,23,0,335
Johnson,Kentucky,1,0,0,1
Johnson,Missouri,48,0,0,48
Johnson,Nebraska,1,0,0,1
Johnson,Tennessee,2,0,0,2
Johnson,Texas,37,1,0,36
Johnson,Wyoming,11,1,0,10
Johnston,North Carolina,114,9,0,105
Johnston,Oklahoma,2,0,0,2
Jones,Georgia,16,0,0,16
Jones,Iowa,13,0,0,13
Jones,Mississippi,56,0,0,56
Jones,North Carolina,9,1,0,8
Jones,Texas,3,0,0,3
Josephine,Oregon,19,1,0,18
Juneau,Alaska,24,0,0,24
Juneau,Wisconsin,7,1,0,6
Juniata,Pennsylvania,63,0,0,63
Kalamazoo,Michigan,130,9,0,121
Kalkaska,Michigan,17,2,0,15
Kanawha,West Virginia,104,0,0,104
Kandiyohi,Minnesota,2,0,0,2
Kane,Illinois,538,28,0,510
Kankakee,Illinois,260,10,0,250
Kansas City,Missouri,401,13,0,388
Karnes,Texas,3,0,0,3
Kauai,Hawaii,21,0,0,21
Kaufman,Texas,38,0,0,38
Kay,Oklahoma,46,4,0,42
Kearney,Nebraska,3,0,0,3
Kearny,Kansas,0,0,0,0
Kemper,Mississippi,16,0,0,16
Kenai Peninsula,Alaska,17,0,0,17
Kendall,Illinois,123,2,0,121
Kendall,Texas,14,0,0,14
Kennebec,Maine,95,3,0,92
Kenosha,Wisconsin,218,5,0,213
Kent,Delaware,384,9,0,375
Kent,Maryland,14,1,0,13
Kent,Michigan,430,20,0,410
Kent,Rhode Island,299,0,0,299
Kenton,Kentucky,121,10,0,111
Keokuk,Iowa,2,0,0,2
Kern,California,578,3,0,575
Kerr,Texas,4,0,0,4
Kershaw,South Carolina,190,8,0,182
Ketchikan Gateway,Alaska,15,0,0,15
Kewaunee,Wisconsin,8,1,0,7
Kimball,Nebraska,9,0,0,9
King,Washington,4902,331,0,4571
King George,Virginia,18,0,0,18
King William,Virginia,2,0,0,2
King and Queen,Virginia,2,0,0,2
Kingfisher,Oklahoma,6,0,0,6
Kings,California,18,1,0,17
Kingsbury,South Dakota,0,0,0,0
Kiowa,Oklahoma,2,0,0,2
Kit Carson,Colorado,13,1,0,12
Kitsap,Washington,135,1,0,134
Kittitas,Washington,14,0,0,14
Klamath,Oregon,29,0,0,29
Kleberg,Texas,5,1,0,4
Klickitat,Washington,16,3,0,13
Knott,Kentucky,2,0,0,2
Knox,Illinois,3,0,0,3
Knox,Indiana,16,0,0,16
Knox,Kentucky,4,0,0,4
Knox,Maine,12,0,0,12
Knox,Nebraska,2,0,0,2
Knox,Ohio,11,1,0,10
Knox,Tennessee,182,4,0,178
Knox,Texas,1,0,0,1
Kodiak Island,Alaska,1,0,0,1
Koochiching,Minnesota,1,0,0,1
Kootenai,Idaho,49,0,0,49
Kosciusko,Indiana,22,1,0,21
Kossuth,Iowa,1,0,0,1
La Crosse,Wisconsin,25,0,0,25
La Paz,Arizona,5,0,0,5
La Plata,Colorado,47,0,0,47
La Salle,Texas,1,0,0,1
LaGrange,Indiana,16,1,0,15
LaPorte,Indiana,129,5,0,124
LaSalle,Illinois,27,1,0,26
LaSalle,Louisiana,13,0,0,13
Labette,Kansas,20,0,0,20
Lac qui Parle,Minnesota,1,0,0,1
Lackawanna,Pennsylvania,592,30,0,562
Lafayette,Arkansas,5,0,0,5
Lafayette,Florida,1,0,0,1
Lafayette,Louisiana,396,17,0,379
Lafayette,Mississippi,39,2,0,37
Lafayette,Missouri,29,1,0,28
Lafayette,Wisconsin,3,0,0,3
Lafourche,Louisiana,542,21,0,521
Lake,California,6,0,0,6
Lake,Colorado,8,0,0,8
Lake,Florida,197,5,0,192
Lake,Illinois,1914,71,0,1843
Lake,Indiana,1026,42,0,984
Lake,Michigan,2,0,0,2
Lake,Montana,5,0,0,5
Lake,Ohio,130,6,0,124
Lake,South Dakota,3,0,0,3
Lake,Tennessee,4,0,0,4
Lamar,Alabama,7,0,0,7
Lamar,Georgia,21,0,0,21
Lamar,Mississippi,57,1,0,56
Lamar,Texas,7,0,0,7
Lamb,Texas,2,0,0,2
Lamoille,Vermont,22,2,0,20
Lampasas,Texas,2,0,0,2
Lancaster,Nebraska,62,1,0,61
Lancaster,Pennsylvania,1030,35,0,995
Lancaster,South Carolina,73,2,0,71
Lancaster,Virginia,1,0,0,1
Lane,Oregon,46,1,0,45
Lanier,Georgia,6,1,0,5
Lapeer,Michigan,140,13,0,127
Laramie,Wyoming,69,0,0,69
Larimer,Colorado,217,9,0,208
Larue,Kentucky,5,0,0,5
Las Animas,Colorado,3,0,0,3
Latah,Idaho,3,0,0,3
Latimer,Oklahoma,4,1,0,3
Lauderdale,Alabama,23,4,0,19
Lauderdale,Mississippi,181,13,0,168
Lauderdale,Tennessee,12,0,0,12
Laurel,Kentucky,13,2,0,11
Laurens,Georgia,39,1,0,38
Laurens,South Carolina,19,1,0,18
Lavaca,Texas,4,0,0,4
Lawrence,Alabama,8,0,0,8
Lawrence,Arkansas,24,1,0,23
Lawrence,Illinois,2,0,0,2
Lawrence,Indiana,76,9,0,67
Lawrence,Kentucky,1,0,0,1
Lawrence,Mississippi,12,0,0,12
Lawrence,Ohio,20,0,0,20
Lawrence,Pennsylvania,59,5,0,54
Lawrence,South Dakota,9,0,0,9
Lawrence,Tennessee,15,0,0,15
Le Flore,Oklahoma,5,0,0,5
Le Sueur,Minnesota,22,0,0,22
Lea,New Mexico,2,0,0,2
Leake,Mississippi,60,1,0,59
Leavenworth,Kansas,115,1,0,114
Lebanon,Pennsylvania,424,2,0,422
Lee,Alabama,301,12,0,289
Lee,Arkansas,3,1,0,2
Lee,Florida,721,25,0,696
Lee,Georgia,269,15,0,254
Lee,Illinois,17,0,0,17
Lee,Iowa,3,0,0,3
Lee,Mississippi,49,4,0,45
Lee,North Carolina,30,0,0,30
Lee,South Carolina,40,5,0,35
Lee,Texas,2,0,0,2
Lee,Virginia,7,0,0,7
Leelanau,Michigan,7,0,0,7
Leflore,Mississippi,70,6,0,64
Lehigh,Pennsylvania,2092,29,0,2063
Lenawee,Michigan,59,0,0,59
Lenoir,North Carolina,17,1,0,16
Leon,Florida,174,0,0,174
Leon,Texas,5,0,0,5
Leslie,Kentucky,2,0,0,2
Letcher,Kentucky,1,0,0,1
Levy,Florida,9,0,0,9
Lewis,Idaho,0,0,0,0
Lewis,Kentucky,2,0,0,2
Lewis,New York,8,0,0,8
Lewis,Tennessee,2,0,0,2
Lewis,Washington,19,2,0,17
Lewis,West Virginia,2,0,0,2
Lewis and Clark,Montana,16,0,0,16
Lexington,South Carolina,267,9,0,258
Lexington,Virginia,3,0,0,3
Liberty,Florida,2,0,0,2
Liberty,Georgia,31,0,0,31
Liberty,Montana,1,0,0,1
Liberty,Texas,25,0,0,25
Licking,Ohio,94,4,0,90
Limestone,Alabama,40,0,0,40
Limestone,Texas,11,1,0,10
Lincoln,Arkansas,94,0,0,94
Lincoln,Colorado,2,0,0,2
Lincoln,Georgia,9,0,0,9
Lincoln,Idaho,15,0,0,15
Lincoln,Kentucky,4,1,0,3
Lincoln,Louisiana,47,2,0,45
Lincoln,Maine,12,0,0,12
Lincoln,Minnesota,2,0,0,2
Lincoln,Mississippi,95,6,0,89
Lincoln,Missouri,35,1,0,34
Lincoln,Montana,7,1,0,6
Lincoln,Nebraska,17,1,0,16
Lincoln,Nevada,0,0,0,0
Lincoln,New Mexico,1,0,0,1
Lincoln,North Carolina,20,0,0,20
Lincoln,Oklahoma,11,0,0,11
Lincoln,Oregon,4,0,0,4
Lincoln,South Dakota,77,0,0,77
Lincoln,Tennessee,9,0,0,9
Lincoln,Washington,2,0,0,2
Lincoln,West Virginia,1,0,0,1
Lincoln,Wyoming,5,0,0,5
Linn,Iowa,304,22,0,282
Linn,Kansas,6,0,0,6
Linn,Missouri,5,1,0,4
Linn,Oregon,57,6,0,51
Litchfield,Connecticut,569,46,0,523
Live Oak,Texas,3,0,0,3
Livingston,Illinois,18,0,0,18
Livingston,Kentucky,1,0,0,1
Livingston,Louisiana,142,7,0,135
Livingston,Michigan,269,9,0,260
Livingston,Missouri,2,0,0,2
Livingston,New York,34,3,0,31
Llano,Texas,3,0,0,3
Logan,Arkansas,2,0,0,2
Logan,Colorado,17,0,0,17
Logan,Illinois,5,0,0,5
Logan,Kentucky,8,0,0,8
Logan,Nebraska,0,0,0,0
Logan,Ohio,12,0,0,12
Logan,Oklahoma,8,0,0,8
Logan,West Virginia,8,1,0,7
Long,Georgia,2,0,0,2
Lonoke,Arkansas,30,0,0,30
Lorain,Ohio,245,14,0,231
Los Alamos,New Mexico,6,0,0,6
Los Angeles,California,11400,497,0,10903
Loudon,Tennessee,19,0,0,19
Loudoun,Virginia,385,8,0,377
Louisa,Iowa,169,1,0,168
Louisa,Virginia,33,0,0,33
Love,Oklahoma,2,0,0,2
Lowndes,Alabama,25,0,0,25
Lowndes,Georgia,80,3,0,77
Lowndes,Mississippi,30,1,0,29
Lubbock,Texas,401,28,0,373
Lucas,Ohio,682,28,0,654
Luce,Michigan,1,0,0,1
Lumpkin,Georgia,20,0,0,20
Luna,New Mexico,3,0,0,3
Lunenburg,Virginia,3,0,0,3
Luzerne,Pennsylvania,1668,31,0,1637
Lycoming,Pennsylvania,32,0,0,32
Lyman,South Dakota,2,0,0,2
Lynchburg,Virginia,38,0,0,38
Lynn,Texas,5,0,0,5
Lyon,Iowa,5,0,0,5
Lyon,Kansas,47,0,0,47
Lyon,Kentucky,13,2,0,11
Lyon,Minnesota,6,0,0,6
Lyon,Nevada,12,0,0,12
Mackinac,Michigan,5,0,0,5
Macomb,Michigan,4145,373,0,3772
Macon,Alabama,24,2,0,22
Macon,Georgia,44,0,0,44
Macon,Illinois,47,5,0,42
Macon,Missouri,2,0,0,2
Macon,North Carolina,2,1,0,1
Macon,Tennessee,30,3,0,27
Macoupin,Illinois,18,0,0,18
Madera,California,33,2,0,31
Madison,Alabama,217,4,0,213
Madison,Arkansas,1,0,0,1
Madison,Florida,19,0,0,19
Madison,Georgia,14,1,0,13
